,date,text,user
739,2019-07-23 17:09:20+00:00,it s time to get to work to deliver brexit by st october unite the party defeat jeremy corbyn and energise our country join us ,BorisJohnson
740,2019-07-23 11:33:59+00:00,thank you all for the incredible honour you have done me the time for campaigning is over and the time for work begins to unite our country and party deliver brexit and defeat corbyn i will work flat out to repay your confidence,BorisJohnson
741,2019-07-18 11:12:01+00:00, nations  miles regional hustings and hundreds of members events thank you everyone for your support throughout this contest with less than hours until polls close please vote for me to deliver brexit by st october unite our country and defeat corbyn,BorisJohnson
742,2019-07-16 18:51:22+00:00,with less than hours before polls close this is your last chance to post your ballot please vote for me so i can deliver brexit by st october unite our country and defeat jeremy corbyn if you haven t received your ballot paper please visit ,BorisJohnson
744,2019-07-15 19:35:33+00:00,thank you to and for hosting this evening s leadership head to head with less than hours to go until polls close every vote counts with your support i ll deliver brexit unite the country and defeat jeremy corbyn ,BorisJohnson
745,2019-07-15 08:16:39+00:00,this is it folks less than hours before polls close as prime minister ill deliver brexit by st october unite the country and stop jeremy corbyn getting into downing street if you haven t received your ballot by now please visit ,BorisJohnson
748,2019-07-11 20:15:50+00:00,big thank you to everyone in maidstone today another fantastic opportunity to spend time with our members and to set out my plan to deliver brexit unite the country and defeat jeremy corbyn if you ve not yet received your ballot please visit ,BorisJohnson
749,2019-07-11 16:32:10+00:00,i am the only candidate who can deliver brexit by st october win back conservative voters and stop jeremy corbyn getting into downing street join my team ,BorisJohnson
751,2019-07-11 15:56:51+00:00,amazing afternoon speaking to party members in bucks everyone here is full of optimism and ready to deliver brexit by st october unite our country and stop jeremy corbyn getting into power if you haven t received your ballot by now please visit ,BorisJohnson
752,2019-07-11 13:29:06+00:00,its time for change please vote for me so i can deliver brexit by st october unite our country and defeat jeremy corbyn if you haven t received your ballot by now please visit ,BorisJohnson
754,2019-07-10 17:19:54+00:00,this election comes down to a simple choice change or more of the same more of the same means brexit further delayed change means leaving the eu on st october deal or no deal so we can begin to unite our country and defeat jeremy corbyn ,BorisJohnson
755,2019-07-09 18:39:24+00:00,just about to head into tonights in salford but before i do i want to thank everyone for all your support so far together we will deliver brexit unite our country and stop jeremy corbyn getting into downing street,BorisJohnson
761,2019-07-08 11:45:31+00:00,this morning i voted to deliver brexit by october st unite our country and defeat jeremy corbyn i m asking all conservative party members across the country to use their vote to do the same join the team ,BorisJohnson
763,2019-07-06 15:47:39+00:00,i ve been overwhelmed by the support and backing of so many members in nottinghamshire today together we ll deliver brexit by st october unite our country and defeat jeremy corbyn join the team ,BorisJohnson
767,2019-07-05 08:35:57+00:00,this election comes down to a simple choice change or more of the same please vote for me so i can deliver brexit by st october unite our country and defeat jeremy corbyn join the team ,BorisJohnson
768,2019-07-04 21:09:47+00:00,thank you yorkshire there is a simple choice in this election we either deliver brexit or we delay brexit even further if i become pm we will leave the eu by st october unite our country and defeat jeremy corbyn join the team ,BorisJohnson
