,date,text,user
384,2019-08-20 15:25:53+00:00,boris is making demands he knows the eu will turn down so he can blame them for no deal brexit he s set his sights on crashing us out without a deal and we have to stop him ,joswinson
385,2019-08-20 09:38:31+00:00,jeremy corbyn didn t fight to remain in  and he won t fight for remain now he wants to deliver a labour brexit because he is a brexiteer ,joswinson
387,2019-08-19 15:58:59+00:00,mps from several parties have said they will not support jeremy corbyn as pm so we know he cannot command support in parliament if he is unwilling to get behind another candidate then he risks delivering the no deal brexit he claims he wants to stop ,joswinson
400,2019-08-14 23:07:01+00:00,delighted to welcome to the liberal democrats she is a fantastic mp a great person to work with and a huge asset to the team cant wait to continue to fight to stop brexit and build a fairer society with an economy that works for people and the planet ,joswinson
404,2019-08-13 19:25:24+00:00,tom and i have disagreed on a lot of things over the years but on brexit we re united working with other parties is the only way to stop boris and stop brexit ,joswinson
406,2019-08-13 11:22:18+00:00,visited the northern ireland border yesterday no infrastructure just traffic running smoothly the people of ireland northern ireland know how disastrous a no deal brexit deal will be but by refusing to visit the border communities the pm is burying his head in the sand ,joswinson
407,2019-08-12 12:55:54+00:00,boris johnson never visited the irish border as foreign secretary and he hasn t visited as prime minister if he had he d have heard first hand what a disaster his brexit plans are for peace and prosperity ,joswinson
408,2019-08-12 10:36:44+00:00,great to meet this morning on the northern ireland border uk govt needs to start taking seriously how damaging a no deal brexit will be to communities here ,joswinson
409,2019-08-12 10:09:55+00:00,arrived in belfast this morning and travelled to the northern ireland border looking forward to meeting local communities and listening to their concerns about brexit ,joswinson
416,2019-08-06 17:49:28+00:00,corbyn s labour don t want to work with other parties to stop brexit because the truth is they want to deliver brexit if you want to then join ,joswinson
423,2019-08-03 08:03:50+00:00,you simply can t trust jeremy corbyn when it comes to brexit our by election victory shows that are the strongest pro remain party so if you want to then join us ,joswinson
429,2019-08-02 06:12:12+00:00, are winning again amp this latest victory gives hope for a better future for britain i will do whatever it takes to stop brexit amp offer an alternative positive vision for a richer greener and safer future ,joswinson
439,2019-07-27 11:46:14+00:00,what an amazing day campaigning with in brecon amp radnorshire just a few days left till polling day so theres still time to get out there amp help together we can get another pro europe mp to counter johnsons hard line brexit govt ,joswinson
451,2019-07-25 20:48:37+00:00,the m eu citizens in the uk are our friends family and neighbours for the last years they have felt anxious about their future in the country they call home they deserve better johnson must at once back bill to guarantee the rights of eu citizens after brexit ,joswinson
455,2019-07-24 16:58:10+00:00,labour continue to let people down on brexit if you want to support a party that is fighting for our place in the eu join the and help us ,joswinson
461,2019-07-23 12:00:16+00:00,yes you re right given how often he goes missing on brexit it s hard to keep track ,joswinson
485,2019-07-19 09:41:05+00:00,tune into at pm tonight to see the hustings hear my plans for how we stop brexit and build a liberal movement so we can take on johnson farage and trump ,joswinson
492,2019-07-18 07:00:16+00:00,brexit is one of the biggest threats to our countrys prosperity in generations as liberal democrat leader i would do whatever it takes to stop brexit ,joswinson
599,2019-07-11 20:25:26+00:00,jeremy corbyn went on holiday in the referendum he has defied his members and refuses to wholeheartedly back a and has repeatedly said he wants to deliver brexit jeremy corbyn is a brexiteer ,joswinson
623,2019-07-09 10:55:05+00:00,labour now are pro brexit if they get to do it but anti brexit if someone else does it clear position is much more straightforward ,joswinson
655,2019-07-04 17:33:00+00:00,the fracturing of our politics presents a huge opportunity for our country deserves better than the pro brexit vision of the other main parties ,joswinson
661,2019-07-04 09:33:51+00:00,johnson as pm will risk breaking the union to deliver brexit and advance his career will always fight for scotland to stay in the uk amp for the uk to stay in the eu working together with our closest allies is how we can build a richer greener amp safer future ,joswinson
665,2019-07-02 17:51:20+00:00,the tories are determined to deliver a damaging brexit labour under corbyn are missing in action we can t leave our future in their hands our country deserves better ,joswinson
683,2019-06-30 07:45:48+00:00,i m talking to on this morning about why i want to lead the to stand up to boris johnson and his band of brexiteers tune in from  ,joswinson
687,2019-06-29 17:30:19+00:00,in my facebook live with he didn t pull his punches is a brexiteer ,joswinson
738,2019-06-24 12:12:42+00:00,this is why it s more important than ever we work with those who share our values we need a strong liberal movement to stand up to farage and the brexiteers ,joswinson
741,2019-06-24 07:44:51+00:00,boris has no plan for brexit he s never had a plan for brexit boris johnson s one and only plan is whatever is good for boris johnson we deserve better than that ,joswinson
758,2019-06-21 14:53:21+00:00, is already having an impact on east dunbartonshire s employers aviva have announced job losses amp an engineering firm i spoke to told me about the risks brexit posed to them we must protect local jobs and that starts by stopping brexit,joswinson
773,2019-06-19 16:32:26+00:00,there it is in plain english labour want to deliver brexit if you want to then join the ,joswinson
786,2019-06-18 13:15:43+00:00,conservative party members who are tasked with electing our next pm are happy to crash the economy break up the uk to deliver brexit theyre also prepared to destroy their party can i suggest they do that first so the rest of us can get on with stopping brexit ,joswinson
803,2019-06-16 18:12:46+00:00,as you watch remember every candidate on that stage and the one who isnt supports brexit despite the damage they know it will cause stopping brexit would be my number one priority as leader ,joswinson
842,2019-06-12 15:41:29+00:00,key hoc vote just now if passed this secures debating time in parliament on june for mps to pass a brexit related bill for example to prevent a future pm going ahead with a no deal brexit against the wishes of parliament ,joswinson
874,2019-06-07 14:13:07+00:00,great to chat with about brexit unicorns and why i want to lead the liberal democrats ,joswinson
887,2019-06-05 20:29:23+00:00,no deal brexit is economic sabotage of the worst kind it is a disgrace that anyone standing to be pm would actively choose it ,joswinson
906,2019-06-02 15:15:38+00:00,us ambassador saying what brexiteers don t want you to know that us trade deal they dream of means putting our nhs on the line as part of the negotiations brexit is bad for the nhs ,joswinson
932,2019-05-28 13:14:54+00:00,tory leadership debate dominated by row over a no deal brexit which would be a disaster for our country any brexit deal will be worse than the excellent deal we have now as members of the eu so join the and help us to ,joswinson
938,2019-05-27 11:12:54+00:00,corbyn absolutely committed to sitting on the brexit fence despite results last night so if you want to join the ,joswinson
972,2019-05-21 15:56:17+00:00,another lectern another verse of nothing has changed from the pm given this choice ill have stopping brexit completely thank you very much you know what to do folks ,joswinson
973,2019-05-21 15:41:47+00:00,problems at british steel highlight the reality of brexit uncertainty has left businesses in the lurch and now thousands of families risk paying the price government must act to protect and support them ,joswinson
1031,2019-05-14 10:20:08+00:00,our message at these european elections could not be clearer to stop brexit vote for on may ,joswinson
1051,2019-05-09 08:54:28+00:00,hey how s that for a clear message on brexit if you want to then the best thing you can do on may rd is vote for ,joswinson
1052,2019-05-09 07:34:02+00:00,vote lib dem to or if you prefer pick up a limited edition of our manifesto are the biggest strongest most consistent stop brexit party on may ,joswinson
1057,2019-05-07 23:12:31+00:00,join us stop brexit ,joswinson
1101,2019-05-01 19:58:22+00:00,barry gardiner saying on he wants compromise on brexit that the british people can look at and say thats ok  but in same breath defending fudged labour policy to deny the british people the right to accept reject that deal absolute shambles labour brexit ,joswinson
1106,2019-05-01 11:34:58+00:00,watching in the studio on air again afterwards until pm climate change local elections brexit lots to discuss ,joswinson
1110,2019-04-30 16:02:47+00:00,well plus a change labour still cant get their act together still refusing to support a unequivocally same old fudge vote to stop brexit ,joswinson
1116,2019-04-28 11:33:04+00:00,confirmation of what i said on this morning a vote for labour is a vote for brexit if you want to remain in the eu and help secure a people s vote vote for ,joswinson
1120,2019-04-28 08:18:35+00:00,finally ready to go on after the studio technical problems looking forward to talking to about lib dem local election campaign and how every lib dem vote in the euro elections is a vote to stop brexit ,joswinson
